   1.0000000000000000E-002  0.49875621120889502        2.4875775822099655E-003
   1.0000000000000000E-003  0.49987506246096380        2.4987507807239240E-004
   1.0000000000000000E-004  0.49998750062396624        2.4998752067517671E-005
   1.0000000000000001E-005  0.49999875000317212        2.4999936557579261E-006
   9.9999999999999995E-007  0.49999987505877641        2.4988244717860653E-007
   9.9999999999999995E-008  0.49999998807948032        2.3841039364924654E-008
   1.0000000000000000E-008  0.49999999696126451        6.0774709709221497E-009
   1.0000000000000001E-009  0.50000004137018550        8.2740370999090374E-008
   1.0000000000000000E-010  0.50000004137018550        8.2740370999090374E-008
   9.9999999999999994E-012  0.50000004137018550        8.2740370999090374E-008
   9.9999999999999998E-013  0.50004445029117051        8.8900582341011614E-005
   1.0000000000000000E-013  0.49960036108132044        7.9927783735911362E-004
   1.0000000000000000E-014  0.48849813083506888        2.3003738329862244E-002
