   0.00000        NaN
   0.01745    0.14623
   0.03491    0.14624
   0.05236    0.14625
   0.06981    0.14627
   0.08727    0.14630
   0.10472    0.14633
   0.12217    0.14636
   0.13963    0.14640
   0.15708    0.14645
   0.17453    0.14650
   0.19199    0.14656
   0.20944    0.14662
   0.22689    0.14669
   0.24435    0.14676
   0.26180    0.14684
   0.27925    0.14693
   0.29671    0.14702
   0.31416    0.14711
   0.33161    0.14721
   0.34907    0.14732
   0.36652    0.14743
   0.38397    0.14755
   0.40143    0.14768
   0.41888    0.14781
   0.43633    0.14794
   0.45379    0.14809
   0.47124    0.14823
   0.48869    0.14839
   0.50615    0.14855
   0.52360    0.14871
   0.54105    0.14888
   0.55851    0.14906
   0.57596    0.14924
   0.59341    0.14943
   0.61087    0.14963
   0.62832    0.14983
   0.64577    0.15003
   0.66323    0.15025
   0.68068    0.15047
   0.69813    0.15069
   0.71558    0.15093
   0.73304    0.15117
   0.75049    0.15141
   0.76794    0.15166
   0.78540    0.15192
   0.80285    0.15219
   0.82030    0.15246
   0.83776    0.15274
   0.85521    0.15303
   0.87266    0.15332
   0.89012    0.15362
   0.90757    0.15393
   0.92502    0.15424
   0.94248    0.15456
   0.95993    0.15489
   0.97738    0.15522
   0.99484    0.15557
   1.01229    0.15592
   1.02974    0.15628
   1.04720    0.15664
   1.06465    0.15702
   1.08210    0.15740
   1.09956    0.15779
   1.11701    0.15819
   1.13446    0.15859
   1.15192    0.15901
   1.16937    0.15943
   1.18682    0.15986
   1.20428    0.16030
   1.22173    0.16075
   1.23918    0.16121
   1.25664    0.16168
   1.27409    0.16215
   1.29154    0.16264
   1.30900    0.16313
   1.32645    0.16364
   1.34390    0.16415
   1.36136    0.16468
   1.37881    0.16521
   1.39626    0.16576
   1.41372    0.16631
   1.43117    0.16688
   1.44862    0.16745
   1.46608    0.16804
   1.48353    0.16864
   1.50098    0.16925
   1.51844    0.16987
   1.53589    0.17051
   1.55334    0.17115
   1.57080    0.17181
   1.58825    0.17248
   1.60570    0.17316
   1.62316    0.17386
   1.64061    0.17457
   1.65806    0.17529
   1.67552    0.17602
   1.69297    0.17677
   1.71042    0.17754
   1.72788    0.17832
   1.74533    0.17911
   1.76278    0.17992
   1.78024    0.18075
   1.79769    0.18159
   1.81514    0.18245
   1.83260    0.18332
   1.85005    0.18421
   1.86750    0.18512
   1.88496    0.18605
   1.90241    0.18699
   1.91986    0.18796
   1.93732    0.18894
   1.95477    0.18995
   1.97222    0.19097
   1.98968    0.19202
   2.00713    0.19308
   2.02458    0.19417
   2.04204    0.19529
   2.05949    0.19642
   2.07694    0.19758
   2.09440    0.19877
   2.11185    0.19998
   2.12930    0.20122
   2.14675    0.20248
   2.16421    0.20378
   2.18166    0.20510
   2.19911    0.20645
   2.21657    0.20784
   2.23402    0.20925
   2.25147    0.21070
   2.26893    0.21219
   2.28638    0.21371
   2.30383    0.21527
   2.32129    0.21686
   2.33874    0.21850
   2.35619    0.22018
   2.37365    0.22190
   2.39110    0.22367
   2.40855    0.22548
   2.42601    0.22735
   2.44346    0.22926
   2.46091    0.23124
   2.47837    0.23326
   2.49582    0.23535
   2.51327    0.23750
   2.53073    0.23971
   2.54818    0.24200
   2.56563    0.24435
   2.58309    0.24679
   2.60054    0.24930
   2.61799    0.25191
   2.63545    0.25460
   2.65290    0.25739
   2.67035    0.26028
   2.68781    0.26329
   2.70526    0.26642
   2.72271    0.26967
   2.74017    0.27306
   2.75762    0.27660
   2.77507    0.28030
   2.79253    0.28417
   2.80998    0.28824
   2.82743    0.29252
   2.84489    0.29703
   2.86234    0.30179
   2.87979    0.30685
   2.89725    0.31222
   2.91470    0.31796
   2.93215    0.32411
   2.94961    0.33074
   2.96706    0.33792
   2.98451    0.34576
   3.00197    0.35439
   3.01942    0.36398
   3.03687    0.37479
   3.05433    0.38716
   3.07178    0.40165
   3.08923    0.41917
   3.10669    0.44142
   3.12414    0.47223
   3.14159    0.52456
