   0.00000    2
   0.00000    4
   0.00000    6
   0.00000    8
   0.00000   10
   0.00000   12
   0.00000   14
   0.00000   16
   0.00000   18
   0.00000   20
   0.00000   22
   0.00000   24
   0.00000   26
   0.00000   28
   0.00000   30
   0.00000   32
   0.00000   34
   0.00000   36
   0.00000   38
   0.00000   40
   0.00000   42
   0.00000   44
   0.00000   46
   0.00000   48
   0.00000   50
   0.00000   52
   0.00000   54
   0.00000   56
   0.00000   58
   0.00000   60
   0.00000   62
   0.00000   64
   0.00000   66
   0.00000   68
   0.00000   70
   0.00000   72
   0.00000   74
   0.00000   76
   0.00000   78
   0.00000   80
   0.00000   82
   0.00000   84
   0.00000   86
   0.00000   88
   0.00000   90
   0.00000   92
   0.00000   94
   0.00000   96
   0.00000   98
   0.00000  100
